temperature,precipitation,humidity,windspeed,is_day,shortwave_radiation,year,month,day,id
26.7,0,13,6.5,1,910,2021,2,8,1cc502ea-aefe-493f-8138-893cac8ff570
27.8,0,8,10.5,1,846,2021,2,8,6389582e-d62e-4fc3-887e-f3be981c4020
27.9,0,8,14.1,1,711,2021,2,8,789ca85b-3ae4-447d-8fad-9e6600e8aa22
27.2,0,10,15.5,1,511,2021,2,8,b860bdd5-c237-4d33-ba38-c1ef2a1d936b
25.8,0,11,14.4,1,269,2021,2,8,86128446-6b31-40f8-8d6c-ea8f4456c98a
23.8,0,15,10.8,0,49,2021,2,8,03275e15-a381-4170-a246-63998f4a09fa
21.8,0,24,11.3,0,0,2021,2,8,1a5cb4fe-fc83-4b5a-a61c-a90a3c95ffa7
20.3,0,27,14.5,0,0,2021,2,8,a9894b46-f5d1-4bd8-8087-9f8ce21466e6
18.7,0,31,14.6,0,0,2021,2,8,5f1b7498-41db-4401-aff3-1ef9d27b0f09
17.3,0,39,12.2,0,0,2021,2,8,f6cacbe7-d5f6-4a5a-ae23-4b0483ccdc75
16.2,0,49,8.4,0,0,2021,2,9,f6414c46-d5c9-40d2-a992-4802a8352198
15.2,0,58,8.7,0,0,2021,2,9,10cf1328-e711-4d10-971d-6d39c2a66445
14.3,0,62,11.5,0,0,2021,2,9,ef5a58db-f06f-41fb-933a-f6ff1288a8bc
14,0,59,5.9,0,0,2021,2,9,a6f531b4-8aee-4cce-ab40-169f3ab22f60
13.3,0,60,4.4,0,0,2021,2,9,b9a48e5a-eccd-4889-a9b4-d837665e66dc
12.8,0,61,5.1,0,0,2021,2,9,8d48ea57-3668-4bff-a1b3-d0ac90af86e0
11.3,0,65,4.3,0,0,2021,2,9,ede5d02a-b178-4fb5-b9f2-a7565d25401d
11.3,0,63,3.3,0,0,2021,2,9,06b37b11-15e7-4212-a3c5-9c9c1a08600e
12.2,0,58,1.6,1,19,2021,2,9,ec4e4a24-eb61-48e1-99ba-51b6377bd0cd
14.3,0,52,5,1,203,2021,2,9,b6cf8558-1e11-437c-b5b8-af019f8a2991
16.8,0,45,4,1,441,2021,2,9,eddf3d17-38e9-4c69-b27f-2bba4e2dc59e
19.8,0,34,3.7,1,650,2021,2,9,d179baa2-eb9b-4fbe-897b-c1122bdc989a
22.2,0,28,3.9,1,805,2021,2,9,b89a3870-563b-4f79-8206-e206f737f92d
24.1,0,22,3,1,891,2021,2,9,7aaed811-b1cb-4136-b9a1-e14d20194607
25.6,0,19,4.8,1,901,2021,2,9,b5812930-7db7-4c05-ab16-3e8fa4a569b6
26.4,0,16,6.9,1,823,2021,2,9,52f83bff-10b3-44b2-b927-9d8a347dbd8d
26.8,0,16,7.4,1,663,2021,2,9,5868bfb6-da5d-45ca-840c-bfbf4946700a
26.8,0,16,4.8,1,405,2021,2,9,0225b130-96d3-4d73-a50a-42f3a400ac7d
25.9,0,15,5,1,231,2021,2,9,bbff4abb-da6a-439c-bfe5-c483da7984fd
24.2,0,18,9.4,0,49,2021,2,9,e81e1866-1351-4ff9-bfd9-f9640f7bdc6b
22.3,0,21,12.3,0,0,2021,2,9,68aef9a6-1f9c-457d-8cca-8c863d106b73
20.4,0,24,16.3,0,0,2021,2,9,006bc4a9-c817-48df-9015-0e0bc076e17d
18.5,0,31,18.5,0,0,2021,2,9,6ec8f1d2-6ca4-4a53-bcc1-0c67cbf996a8
17.3,0,45,20.4,0,0,2021,2,9,d595f8ba-af97-4ed7-8201-6840b2ddef80
16.2,0,53,6.9,0,0,2021,2,10,97181c97-4c99-401c-8952-c022b98f3270
14.9,0,58,5.9,0,0,2021,2,10,03311109-9842-4c92-9445-69a4b46e5af8
13.8,0,62,9,0,0,2021,2,10,53c8f91c-8a58-47fa-9ecf-fc96f7062334
13.4,0,60,5.9,0,0,2021,2,10,a8d2d538-5950-4215-ab5d-ce91e9ac2596
13,0,57,3.6,0,0,2021,2,10,70048964-b818-49dd-9492-d2691925bd5d
12.9,0,53,4.3,0,0,2021,2,10,5ec4e692-fe42-46b5-8fb4-e01a0ff985e7
11.9,0,51,4.3,0,0,2021,2,10,17614402-3432-4d04-a4a4-21f4b3ff9fb6
11.4,0,54,3.6,0,0,2021,2,10,862f96d3-3197-4779-b4f4-3977d04ec0b8
12.7,0,49,1.5,1,20,2021,2,10,50217916-1c36-45b9-85f9-a6d9906201cb
14.7,0,44,1.1,1,206,2021,2,10,80cd1fb1-d282-4967-b02e-aac2b717faee
17.4,0,40,2.6,1,447,2021,2,10,8a86d7c5-c465-4169-85f9-413d41fc68c3
20.1,0,36,3.3,1,658,2021,2,10,69e765b8-b7c6-4251-a956-d065955acdb3
22.4,0,29,2.3,1,816,2021,2,10,32667cda-179c-4ab9-931c-de3311e97d36
24.5,0,20,3.1,1,903,2021,2,10,98feffe4-38bf-4d63-83b0-1baddb4cba1c
26.1,0,13,8.2,1,906,2021,2,10,954488ea-a4a4-4310-8f31-63e124b8e95c
26.6,0,13,13.4,1,834,2021,2,10,0b0f5130-d57b-47f2-b7f7-a7a2347f172c
26.7,0,14,17.5,1,691,2021,2,10,898c8cfa-72eb-4101-87b4-aa051c3c11a7
25.8,0,15,21.6,1,459,2021,2,10,fe6c0593-92b5-4987-a8c1-c87785faecfe
24.5,0,16,18.8,1,264,2021,2,10,aa82441d-df1b-4ab9-9759-d057a2d0cad2
22.5,0,18,18.9,0,50,2021,2,10,b71052da-ce6d-4fcb-894e-61b58d8839d0
20.6,0,24,20.5,0,0,2021,2,10,d5063ae2-d3a0-44f3-9fb6-5f3b044fb0f3
19.3,0,29,19.5,0,0,2021,2,10,c504f44a-556b-481f-8215-77fd41a4ddcf
18.2,0,31,14.7,0,0,2021,2,10,b01a150b-e006-4bde-9cf0-167f183b60ed
17.1,0,34,11.2,0,0,2021,2,10,3e8e1913-e0d7-4fe0-90b2-2b8af7ecd2b4
16,0,39,9,0,0,2021,2,11,b79639b0-1ffe-4a37-b6ec-15e2e9f1271d
15,0,45,7.9,0,0,2021,2,11,39b29179-83c9-4bb3-a9bf-d566aeb4ef93
14.1,0,52,6.2,0,0,2021,2,11,97a4de48-9980-427f-b264-0d62e063164d
13.3,0,59,4.7,0,0,2021,2,11,31df3b80-c43b-474a-a66d-124faee28cbb
12.7,0,64,4.3,0,0,2021,2,11,9b3e5c39-46ee-4e5f-8a6c-6adb8c8a6db2
12,0,69,3.7,0,0,2021,2,11,53f5047a-f7ee-4e4d-b09f-34f1fbfa1b4c
11.1,0,77,4.7,0,0,2021,2,11,7a45ee27-b5f0-4d9b-b709-7d1eceb783d7
10.6,0,84,4.5,0,0,2021,2,11,08f2c98e-1d30-4d8c-8d4b-b9e0d30e0d98
11.5,0,81,2.6,1,21,2021,2,11,5c732a42-cb5d-4689-8f54-d15319721821
13,0,69,0.8,1,212,2021,2,11,91936a19-ccff-4eef-9ab0-2cb3793027d6
16,0,57,3,1,455,2021,2,11,e17a88e4-d23e-4fd4-a27c-27715c4be287
19.5,0,42,4.2,1,667,2021,2,11,b0f44276-2c86-4e11-a045-0689fc8e1a5c
23.4,0,15,12.6,1,824,2021,2,11,b8496cac-0838-4549-b316-fe9220da2d54
24.5,0,13,21.2,1,914,2021,2,11,00c3ae7f-fbf7-4bdb-bd2d-598561c942d6
25.5,0,9,29.1,1,929,2021,2,11,0ebe9f25-0cd1-4fc8-958c-c7a185145bc7
25,0,11,33.2,1,870,2021,2,11,be233eae-54c0-425c-bc48-31707744652d
24.4,0,13,30.4,1,717,2021,2,11,1ae6dec6-937a-48e0-85ed-368d6392ef15
23.6,0,12,31.1,1,518,2021,2,11,3c14dfc7-7d52-4f24-bf07-902155fb0b8c
22.2,0,13,24.1,1,275,2021,2,11,eaac5945-3eef-41c5-8834-90202ac1cc16
20.2,0,15,22.7,0,52,2021,2,11,dd6566fb-1683-40af-bcee-bec0bb7dee57
18.9,0,16,21.6,0,0,2021,2,11,6cf2abce-0efc-45df-ad02-57b029e105c9
17.6,0,17,16.2,0,0,2021,2,11,425e8265-3f60-4d57-bffb-17555b624aff
16,0,19,10.8,0,0,2021,2,11,320e6815-07be-4035-bff8-369e1167c62b
14.9,0,23,8.9,0,0,2021,2,11,42fc3835-e3d7-4701-8a9c-b1b857303ad4
14.1,0,32,7.7,0,0,2021,2,12,c267c12b-d412-4768-a34d-ebee5dd44dbd
13.2,0,41,6.5,0,0,2021,2,12,f8924bc1-138d-4e24-956f-cc4c3631e297
12.4,0,51,7.7,0,0,2021,2,12,15b49efd-701b-4034-860f-d73a73796f3a
11.3,0,60,8.6,0,0,2021,2,12,dc913d87-5f1f-423e-994f-c1f25b73d3ef
10.4,0,64,6.6,0,0,2021,2,12,d64df7f8-c1b6-4535-a646-f2724dec16f1
9.7,0,71,3.6,0,0,2021,2,12,d4b00612-7745-4c89-8d94-9cb4a7ce6724
9.3,0,65,4.9,0,0,2021,2,12,a8cf9d38-f039-4637-a6f4-d923c37f54c5
9.1,0,67,4.1,0,0,2021,2,12,34ff6a62-ee65-4d99-98fa-63093ce8bef9
9.7,0,63,2.5,1,22,2021,2,12,f7411d95-2c5f-4852-a985-8754f9146661
12.2,0,48,3.8,1,217,2021,2,12,4d4df5d6-955f-43f7-b58b-e14854b08734
15.1,0,39,4.5,1,455,2021,2,12,b4f35d3c-ee57-498b-b566-70f38ea8044b
17.5,0,30,0.5,1,666,2021,2,12,d86f054d-7c56-4869-bb69-1c483b6fbc22
19.6,0,22,4.3,1,808,2021,2,12,4a2757c0-d179-4c2f-b465-98fd74f66d4b
21.7,0,12,12.6,1,924,2021,2,12,5fa2b6db-0338-4122-ac45-07bea722c033
22.1,0,12,16.7,1,937,2021,2,12,f8c2d078-3c13-4acd-97ad-607b54518139
22.6,0,9,13,1,848,2021,2,12,9eeb08d8-0357-4899-b0b7-602a8b7504dc
22.9,0,8,12.9,1,731,2021,2,12,60d9c168-c8e3-4128-b056-c8db86a6008a
22.5,0,8,13.6,1,532,2021,2,12,70f1b58d-8f5b-4e9a-9ea1-2d2ff9e74369
20.7,0,10,12.1,1,289,2021,2,12,c45d9992-76a6-478d-a88b-c895464f11e6
19.2,0,12,8.3,0,57,2021,2,12,f0752fc6-e4e5-4c63-bf4a-26f6060c86d8
17.7,0,14,5,0,0,2021,2,12,2b072356-8147-4775-a2bc-b9cf693f50f1
16.2,0,18,5.2,0,0,2021,2,12,1360a9ac-1d6c-44c6-9480-20968fabd382
15.1,0,27,6.2,0,0,2021,2,12,e31763a6-eca0-40c8-af71-907d9293fd14
14.1,0,33,8.3,0,0,2021,2,12,45d7531f-d9ff-4638-898d-f3b6bf0d25c4
12.8,0,43,9.4,0,0,2021,2,13,afb9550f-4606-405e-a520-7e4ed0335721
11.5,0,56,7.2,0,0,2021,2,13,26fde253-16e7-4fd0-8777-f60f9b9af60d
10.6,0,64,5.6,0,0,2021,2,13,21365c77-c4aa-4095-9f42-5d69f6698ee1
9.9,0,69,9,0,0,2021,2,13,fc0c95e2-4ce0-434f-a88d-170a91fe222d
9.4,0,76,9.4,0,0,2021,2,13,60da1170-a1bc-46c4-9e2a-0280498a268e
9.1,0,83,9.1,0,0,2021,2,13,55aa1c54-9739-4b2e-9142-2151dc9022dd
8.1,0,83,5.7,0,0,2021,2,13,7bf4c93a-6cba-45b2-895b-4c44d99857db
8,0,82,6.3,0,0,2021,2,13,cc7b4da7-32a4-4534-8f04-6143fa256d26
8.8,0,77,7.8,1,23,2021,2,13,185c0a95-2902-47e3-a2e8-2f7bd06a0908
11.5,0,60,6,1,219,2021,2,13,fc427d32-0d70-4053-879a-749d342efbae
14,0,47,7.4,1,462,2021,2,13,ca7d944f-d991-4c6f-8f4c-fc5b95928acb
16.1,0,36,8.7,1,674,2021,2,13,dca20055-b516-4f0c-83b2-0e766398396b
18.3,0,26,10.1,1,829,2021,2,13,31053200-aa55-4fc2-a9f0-2897f19931da
20.6,0,18,13.6,1,918,2021,2,13,de6fe7be-05b7-48d2-8cdf-85398bfd4ee2
22.1,0,15,17.5,1,935,2021,2,13,5b5e0630-dee7-4ce6-afd6-3fdfa298b3b8
22.8,0,17,20,1,872,2021,2,13,58f3b11c-6548-497d-9b13-64b06f027d0d
23.3,0,17,21.2,1,730,2021,2,13,e208a112-4861-4684-9890-0736a9593ad7
23.1,0,16,22,1,529,2021,2,13,56f5170a-f23f-4ff1-add9-5c85547fa3dd
22,0,19,18.5,1,286,2021,2,13,9b58a7ff-f3be-4bea-a131-a4a4ab7f624b
19.6,0,24,16.2,0,56,2021,2,13,0502cb05-cb76-4314-9b39-bfa1e07023fc
17.9,0,24,18.8,0,0,2021,2,13,1f02cf06-4248-470d-8976-3e786ba12ce3
16.1,0,31,17.3,0,0,2021,2,13,787a8e4e-1407-4fa3-9c9b-40f80049f70c
14.3,0,37,11.5,0,0,2021,2,13,bac1bf20-b728-4892-8dc6-1636e17f6780
13,0,44,8.6,0,0,2021,2,13,dc195437-f77c-47fe-9950-1333728b24e8
12.1,0,51,7.2,0,0,2021,2,14,76936c5e-f15b-41dc-a575-e5dd7c770c9e
11.3,0,55,5.9,0,0,2021,2,14,5137a016-bb48-43d0-be84-63cf53a09e64
10.5,0,59,6.2,0,0,2021,2,14,514a98de-9e8e-43fb-9d92-f10f2280e34a
9.8,0,62,5.1,0,0,2021,2,14,5aa095e0-a3c6-4e3a-ac96-5ff8ee5764f5
9.2,0,68,5.1,0,0,2021,2,14,3e46a56b-f9f9-4393-9ba7-55c2ca9efdac
8.6,0,74,4.2,0,0,2021,2,14,6814a1ba-3558-4937-8749-023d67f7b127
7.7,0,85,4,0,0,2021,2,14,956184fa-78a7-4f7b-b5ee-da63048667cf
7.5,0,87,4.7,0,0,2021,2,14,f0af8ea3-68a4-4074-a367-1d6c7430351e
8.8,0,81,3.7,1,23,2021,2,14,85a0de57-c821-47b9-8fcc-95b95e014eec
11,0,70,4.3,1,215,2021,2,14,452c320a-ec77-41fa-b73d-d867dc4f9f48
13.9,0,51,5.8,1,458,2021,2,14,bc637787-d29d-4a29-aef8-34941135dcb6
16.6,0,37,8.3,1,669,2021,2,14,8221fe22-b493-4232-a3fd-578feba45d44
19.6,0,26,9.8,1,832,2021,2,14,ecee6f9c-97d6-4918-a713-aa8ae713b4a6
21.6,0,22,19.4,1,923,2021,2,14,ebe02f14-7958-4d65-9433-6e9675258408
22.7,0,22,21.3,1,937,2021,2,14,16c87188-dc43-476e-9629-78409c1105d4
24.2,0,17,26.5,1,870,2021,2,14,b9e4cff4-60f8-40b9-8202-2ec5190d02d5
24,0,18,28.7,1,729,2021,2,14,3a39b6bc-6b2a-4335-82f1-097eb2f35467
23.3,0,19,29.1,1,527,2021,2,14,20e59136-d683-4f79-8483-8a4a96c844d5
21.3,0,21,27.6,1,286,2021,2,14,a39ddbe6-6f43-4f5c-9caf-ab0c1ecbbb8d
19.2,0,25,21.8,0,58,2021,2,14,31ceab58-2568-4cc2-9de3-013401d9433b
17.4,0,30,18,0,0,2021,2,14,e2117daf-226a-4cf5-81ab-8ce321286de2
15.9,0,35,17.4,0,0,2021,2,14,acd8060b-2b26-47bb-bb1f-87a1c24636cf
14.5,0,46,14.7,0,0,2021,2,14,a283656f-0ffd-47d6-b3fe-4b16fc005e23
13.2,0,57,14.2,0,0,2021,2,14,12bdf432-f44e-4469-ae21-44d61d503887
12.4,0,61,14.4,0,0,2021,2,15,a29f580b-45bb-482a-870b-bf051b7f23bd
11.6,0,66,11.9,0,0,2021,2,15,337757d2-b9e4-4544-bcb8-45bc6e68b14f
10.7,0,72,7.9,0,0,2021,2,15,d3bcf8e3-adcc-4484-b14e-9aaa4427fda3
9.7,0,78,6.2,0,0,2021,2,15,e0ac8262-0fbb-4c80-a99f-f5888c1e76e2
9,0,82,5.1,0,0,2021,2,15,1f2363b9-9100-4fab-9e56-c1c222a1ecd0
8.4,0,85,3.8,0,0,2021,2,15,8bbb6695-248a-4fb2-872a-ee825e264dd5
7.2,0,87,6.3,0,0,2021,2,15,9144129f-72ae-45be-b85f-a7f0af2beac7
7.2,0,85,4,0,0,2021,2,15,447e4237-dfc0-49d5-8db4-f7c9dac915ac
8.4,0,77,3.8,1,24,2021,2,15,ea7ae464-228a-4071-9498-12a9036c87a8
10.7,0,67,2.8,1,220,2021,2,15,27ef0272-c47f-4dc6-b973-5a80fca530ea
13.4,0,52,3,1,462,2021,2,15,acf75eaf-cc1f-4717-9948-0eb25cf60d6d
16.3,0,39,4.1,1,675,2021,2,15,a23db22a-1965-40ef-955b-1ca7f7415a5a
19.4,0,27,6.2,1,838,2021,2,15,d82ca4ac-489d-4fbd-8d5c-20c61e61e193
22.7,0,14,10.8,1,928,2021,2,15,f8968aad-38c3-4ac5-9ee7-d56a898e7b9b
24.6,0,9,18.4,1,943,2021,2,15,7f0be29b-76e4-48a9-a724-baf60103ae8a
24.7,0,13,22.1,1,880,2021,2,15,83e50956-f43f-49b3-8fe7-e6eb2342dff9
25,0,15,18.6,1,733,2021,2,15,7ea66b69-25a2-4e47-9657-ec164744cdd8
25,0,13,15.2,1,528,2021,2,15,e2072f50-71bb-47cf-8af5-fe0a56490390
23.9,0,14,14.8,1,287,2021,2,15,da0be9f1-8f81-428e-a7a1-01e7f90cfdc4
21.4,0,18,15.6,0,59,2021,2,15,b5aa1c14-e497-4ddb-a920-42e8c34052f6
19.2,0,25,19.5,0,0,2021,2,15,09a28d7d-1254-40aa-a15c-66da2fa8f91e
17.9,0,32,17,0,0,2021,2,15,4ef60ddf-84c2-4e65-b18a-2a274f9f8dbb
16.3,0,39,11,0,0,2021,2,15,1da7cb3f-2879-46c2-8551-564a83621f08
14.9,0,44,9.7,0,0,2021,2,15,56b6085e-3a45-4f54-a947-d1398a739b17
13.8,0,49,8.4,0,0,2021,2,16,7d158a98-5bc1-4407-a58e-7097a70c2ac7
12.9,0,54,8.3,0,0,2021,2,16,a7279af7-d163-4398-ae5f-9c568239b411
12,0,61,8.3,0,0,2021,2,16,7c743dd7-7a9a-43f0-8050-33593fa93c6a
11.4,0,65,7.6,0,0,2021,2,16,1ead4028-c26a-4553-be15-8bd83bba2c34
10.9,0,67,7.1,0,0,2021,2,16,d8454b36-6a20-49b9-861f-1f8aa01c745d
10.4,0,70,6.2,0,0,2021,2,16,ccc2d10c-24da-41c2-ae0b-e73edc83d11b
9.3,0,71,5.4,0,0,2021,2,16,af5c7f3f-4c1f-45e4-bb0d-382cb5c140d9
9.2,0,70,4.3,0,0,2021,2,16,700c68c4-006e-4a95-975d-d89282d77302
10,0,64,5.5,1,26,2021,2,16,ca417835-ec3d-49fb-8ed9-d16edee57d93
13.3,0,51,1.8,1,225,2021,2,16,14bea148-f4a3-4866-8b63-e4a2e761e0b3
16,0,42,3.4,1,469,2021,2,16,f5660c66-7cb9-4f2b-9cae-9f45ee40d17a
18.7,0,33,6.5,1,682,2021,2,16,64892363-77b0-47e7-9c8b-7093f232d72c
22.1,0,21,12.7,1,839,2021,2,16,fad6e563-785d-4b38-b046-d9b841f76325
24.2,0,17,21.5,1,927,2021,2,16,c0952540-45b2-495d-99c6-6f024f247248
25.1,0,18,21.1,1,938,2021,2,16,71c2beee-f612-47f0-bc44-50b86fbb84ca
25.7,0,16,26.1,1,870,2021,2,16,da079db3-fba6-471b-b3e0-dde11f0353f3
25.4,0,16,27.7,1,729,2021,2,16,89c45f01-c610-439e-ae1a-7e5707aaee84
24.2,0,18,30.2,1,528,2021,2,16,aa3c27a5-cf4b-41a3-88c9-ac12f1f0cb50
21.8,0,19,26.3,1,288,2021,2,16,6bfe501c-c4d7-40fa-b100-2dff19d0d147
19.8,0,22,24.8,0,60,2021,2,16,4956211c-1055-44d3-9d55-58722ef9f352
18.3,0,26,20.8,0,0,2021,2,16,55a2736d-d5d7-4d5f-bfee-fb36fe6d4134
16.6,0,35,13.3,0,0,2021,2,16,21fb46f9-e584-490b-b6ef-f6c59b1a1098
15.2,0,47,10.1,0,0,2021,2,16,b6f9affc-508f-4f58-b26b-41cc50818fba
14.1,0,57,9.3,0,0,2021,2,16,95ad278c-223c-4c5d-872f-7e29a717c0a9
13.1,0,63,9.2,0,0,2021,2,17,64dea6d6-8b8b-4cdd-b5ea-d44ac998b279
12.1,0,63,6.1,0,0,2021,2,17,07cc70aa-0a3b-4eac-901e-2b7bc301b3d2
11.5,0,60,6.6,0,0,2021,2,17,dbdf7d72-888d-4d56-92e8-2964cbee34c3
10.9,0,62,8.2,0,0,2021,2,17,026fc441-a234-410c-aabd-c200129125ca
10.3,0,65,7.9,0,0,2021,2,17,bed39031-e523-42f0-a760-bc8800255826
9.8,0,71,7.9,0,0,2021,2,17,bacd3180-f7a2-4982-aac8-8c930fb9c184
8.5,0,78,5.8,0,0,2021,2,17,7e44399c-7a3c-4820-afc8-b056bbcbcc7b
8.2,0,80,5.4,0,0,2021,2,17,6ad5a4b4-42b0-4f36-abba-7a14b44347d5
9.1,0,76,5.9,1,27,2021,2,17,a07d50e1-6d15-4df0-bce7-b01aceea941a
12.5,0,59,2.4,1,230,2021,2,17,60029bef-de1d-46fc-99e6-3c4807e92733
15.4,0,44,4,1,477,2021,2,17,ef12b4d6-aa90-4057-a285-09c5e3d006e9
18.4,0,32,7.5,1,691,2021,2,17,8c9dcf33-24ec-4991-a625-260d0c655373
21.8,0,20,9.7,1,849,2021,2,17,4551fd97-9768-4710-bf6b-5986e645772a
24.6,0,14,15.3,1,938,2021,2,17,95411e12-3b2b-4759-a18e-a384d6ec9119
25.5,0,12,20.4,1,951,2021,2,17,8fb00ffa-44e3-4704-831f-2db8d2d11108
26.2,0,14,21,1,883,2021,2,17,d23a5fb9-33c9-48b6-84aa-f3668d0e7090
26.3,0,15,21.5,1,738,2021,2,17,76ab1834-0e90-4320-9922-161e3e768dad
26,0,15,20.2,1,535,2021,2,17,ecb887a6-7028-4a6e-9465-dc330188de30
24.5,0,17,20.3,1,292,2021,2,17,a859b235-534d-4828-991a-ed38a7d78077
21.9,0,25,20.3,0,61,2021,2,17,c38d5193-20a4-4459-96af-77963ccb5eb8
19.9,0,28,20.7,0,0,2021,2,17,561941d6-a7b8-40dc-9ff0-b7410c620bc1
18,0,32,13.7,0,0,2021,2,17,eefb4985-a053-434a-9a87-88e705f7c128
16.2,0,39,10.1,0,0,2021,2,17,7202f118-be3d-4e62-a3a1-0bd35ca438dc
14.9,0,46,7.7,0,0,2021,2,17,5933edc4-ceaf-4691-a306-0c3d0caca65b
13.7,0,52,5.4,0,0,2021,2,18,3edd4421-9716-4175-b970-660d14a34246
12.8,0,57,5.6,0,0,2021,2,18,8f3f42ba-583f-4822-9e14-9a9770826534
12,0,61,7.1,0,0,2021,2,18,916ba1cc-f9e4-4666-9ea9-0c6965d30714
11.2,0,67,7.9,0,0,2021,2,18,6657bf04-88c7-458f-af1e-0c77c9a987a2
10.7,0,72,7.3,0,0,2021,2,18,fbed319a-e0ab-4ef1-9415-409ba6772b20
10.1,0,77,6.6,0,0,2021,2,18,46e66cf7-ac4d-4a6e-b23c-a8cba556aa09
9.2,0,79,5.8,0,0,2021,2,18,805a55fc-2d36-4017-88b6-76a206750d9a
8.7,0,83,4.7,0,0,2021,2,18,e6461b43-a37d-46b5-8cdc-fca3a613508e
9.4,0,80,5.2,1,28,2021,2,18,8494e699-b468-440a-bfad-6df815e6e55d
12.8,0,65,0.7,1,231,2021,2,18,a5b7b654-7c91-4245-b1e9-dde40d5272e8
15.9,0,51,1.8,1,478,2021,2,18,0ec72d55-a0a1-4359-bde1-831728e7c97f
19.2,0,36,3.2,1,695,2021,2,18,d3792e3b-51f4-4e36-80a8-856f445ac2cc
22.6,0,23,7.2,1,853,2021,2,18,a3ea1505-af9e-4b64-b4ed-c7cc44bd0fba
25.3,0,14,8.2,1,942,2021,2,18,8932f897-9ed8-4db9-8562-ee4ff60ef677
27,0,11,13.1,1,953,2021,2,18,b596ca41-2d90-40c4-971e-130e2ce9070a
27.6,0,10,17,1,890,2021,2,18,c52c1914-74a5-451f-bc9c-ecd7d74a98e0
27.6,0,12,15.5,1,747,2021,2,18,4219dca4-f8ac-465f-8651-20660f541d6f
27.1,0,13,14.7,1,542,2021,2,18,9f2ca4da-ce82-4f99-91fd-4cfe3c291028
25.4,0,14,15.8,1,297,2021,2,18,9c916336-045c-4aa2-b095-868a0f94f434
22.8,0,16,13.4,0,64,2021,2,18,e23496c1-d816-4930-aeeb-3c380f3098ef
20.7,0,19,13.7,0,0,2021,2,18,1006a6e8-2476-4576-a034-33f63df6f3e0
19,0,28,13.8,0,0,2021,2,18,3942682f-44ee-4f4e-ae83-25f4aee35394
17.3,0,36,10.9,0,0,2021,2,18,04f3c0cb-ea00-48ef-b850-2425d4a78ed5
15.8,0,41,8.4,0,0,2021,2,18,d213a507-4d84-4901-8817-bd54f90392df
14.6,0,44,8.8,0,0,2021,2,19,7ebbeb6d-eecb-4159-983a-82cf747e897f
13.5,0,46,9.2,0,0,2021,2,19,141a2ba3-335b-4690-8e72-3186d6e75fb7
12.8,0,47,4.6,0,0,2021,2,19,e4c229e5-d8a4-4b88-8ae1-26c29141a182
12.2,0,52,4.9,0,0,2021,2,19,06e78d50-5798-4b9a-817a-642d934daeb5
13.2,0,49,3,0,0,2021,2,19,3a17a682-3fbf-4b2f-bce5-6acd04dcffaa
10.1,0,61,6,0,0,2021,2,19,e2d1af38-d742-40d7-ae08-bfa5cdd6a8f0
8.4,0,49,9.2,0,0,2021,2,19,fedb0687-a077-4ff8-a3a0-93cc58309c2a
8.7,0,43,6.5,0,0,2021,2,19,2a0eb29c-d84d-46d7-816c-59e5c05e36b2
9.5,0,45,9.5,1,30,2021,2,19,29a96963-7159-4304-9067-55aa9c499349
11.2,0,46,10.4,1,240,2021,2,19,d78fea1b-7d40-4c72-9dfd-57544e8db78b
13.9,0,40,14.4,1,489,2021,2,19,5f694608-eaac-4047-a9c6-29bb8d7b0427
17.1,0,32,17.1,1,705,2021,2,19,ebbb7478-1733-4db8-963b-9775e8168ca6
20.1,0,24,17.3,1,863,2021,2,19,29e29ed6-0a7c-4033-bf9e-03166631ffb6
22.6,0,19,15.3,1,950,2021,2,19,0f750058-9d1f-4d7e-8238-3814f88a078c
24.5,0,15,12.9,1,960,2021,2,19,fe0206f5-91df-4b4a-81f1-476beed785c1
25.6,0,13,8.7,1,890,2021,2,19,d401fe54-9c9c-4a57-906f-2472617bf37c
26.1,0,12,6.1,1,748,2021,2,19,2da3ae2e-256f-43a4-b9a8-b29012f8e016
26.1,0,12,6.6,1,544,2021,2,19,7d938ea1-a2de-4d54-9f86-f6fd583e7a8a
25.7,0,11,8.8,1,300,2021,2,19,3ad70580-5495-4c9d-8418-6a51d1990868
23.8,0,12,6.1,0,65,2021,2,19,7252c2a0-34f0-40d0-bab3-f0a6fc562089
22.9,0,13,6,0,0,2021,2,19,e3004b32-a3e6-4194-9f9e-0d84073f11d4
20.7,0,17,7.4,0,0,2021,2,19,688948af-91f5-4915-b7c3-2159b163f072
22,0,14,3.8,0,0,2021,2,19,09818636-61b5-4907-9871-49e0bce3b099
19.4,0,17,4,0,0,2021,2,19,2a6f808a-ba38-483c-9834-42370caac77d
17.6,0,20,8.7,0,0,2021,2,20,85ae4244-a1a5-46d9-87fd-99f29e3de343
17,0,34,2.4,0,0,2021,2,20,873bdd1c-d13b-4bd6-8c10-c733b4695568
13.5,0,50,6.5,0,0,2021,2,20,0223e3ca-a9d9-4480-8c34-2019441fc7fd
14.4,0,58,2.1,0,0,2021,2,20,ba98638a-6a06-45c5-91ef-afdf459758dd
12.8,0,61,3.9,0,0,2021,2,20,09a18156-16a3-4b9c-96d0-397786912c26
11.5,0,56,2.9,0,0,2021,2,20,2052cd19-a5ff-43b2-a38d-fbdb126f5e74
11.2,0,45,0,0,0,2021,2,20,589aaaf3-fa0d-46b1-ba70-9aca2d28b2b0
